Date,total_PnL,avg_PnL,total_volume,avg_fee
2024-01-17,813.2741110000001,15.344794547169812,800831.03,3.0133510566037733
2024-01-18,68.93319,1.4985476086956522,424631.52999999997,2.014302195652174
2024-01-19,-385.419235,-8.029567395833334,428428.97,1.9385805833333334
2024-01-20,-146.57487000000003,-1.3827817924528305,1070090.51,2.5237979528301886
2024-01-21,266.58114600000005,24.234649636363642,103129.74,2.343857272727273
2024-01-22,1375.640959,16.18401128235294,337878.99,0.7938619764705882
2024-01-23,-369.2447299999998,-8.20543844444444,414518.93000000005,1.9049904444444445
2024-01-24,-2808.353815,-41.29932080882353,965084.59,3.3495749264705883
2024-01-25,-3093.6293849999997,-515.6048975,66566.13,2.773588666666667
2024-01-26,90.2,18.04,11773.21,0.088847
2024-01-28,-2478.06972,-225.27906545454545,18109.03,-0.03292509090909091
2024-01-29,486.562542,6.5751694864864865,414208.18,1.395440608108108
2024-01-30,-173.65419100000003,-3.5439630816326537,401011.38,2.045975714285714
2024-01-31,-799.840817,-0.93113017112922,6305647.13,1.8037386204889407
2024-02-01,0.0,0.0,2008.18,0.08367399999999998
2024-02-02,456.423473,10.867225547619048,474278.43,2.1802294285714288
2024-02-03,223.30918699999998,3.9876640535714283,603820.0,1.9582562321428572
2024-02-04,47.62389499999999,1.360682714285714,203187.53,1.4436251428571427
2024-02-05,-33.45419400000003,-0.4646415833333337,770198.26,2.299298125
2024-02-06,-215.615907,-0.19817638511029412,8047153.41,0.9086461369485294
2024-02-07,241.24212,16.082808,6758.73,0.022646200000000002
2024-02-08,770.756024,77.07560240000001,26051.12,0.3002887
2024-02-11,983.443176,28.924799294117648,212311.82,0.7339791764705882
2024-02-12,913.8817869999998,57.11761168749999,227247.69999999998,1.6944944375
2024-02-13,559.44389,39.960277857142856,1999.99,-0.0028565714285714284
2024-02-14,3830.599833,34.509908405405405,320839.88,0.20646372972972976
2024-02-15,1840.797677,29.219010746031746,185188.04,0.4874015396825397
2024-02-16,5491.768834,30.174554032967034,564896.51,0.14958884615384616
2024-02-17,1929.6418,20.52810425531915,406118.07,0.6601601382978723
2024-02-18,477.6248299999999,4.923967319587628,157048.17,-0.032380670103092785
2024-02-19,4317.768563,42.750183792079206,286377.2,0.14705564356435644
2024-02-20,3263.628824,83.68279035897436,119419.72,0.07881217948717949
2024-02-21,1858.7985700000002,84.49084409090909,108047.51999999999,0.13502859090909092
2024-02-22,3894.1050699999996,44.25119397727272,373033.87,0.28923386363636366
2024-02-23,1418.55293,9.91995055944056,111106.14,-0.014455027972027973
2024-02-25,-30.7705,-6.1541,4480.13,-0.01792
2024-02-26,4416.8473,113.25249487179488,192187.14,-0.002505769230769226
2024-02-27,888.511733,14.103360841269842,209362.3,-0.05970807936507937
2024-02-28,2503.747235,55.63882744444444,171107.13,-0.030603377777777777
2024-02-29,9813.996992,84.60342234482759,395666.73,0.01171625
2024-03-01,8244.241409,60.176944591240876,472974.7,-0.00399163503649635
2024-03-02,230.90060000000005,7.448406451612905,63197.56,-0.0151331935483871
2024-03-03,8361.086245,105.83653474683545,390745.68,-0.031735481012658225
2024-03-04,27799.775742,92.66591914,1577996.87,-0.0018648299999999998
2024-03-05,19791.026041,109.95014467222222,841810.32,-0.024658105555555556
2024-03-06,6814.825139,83.10762364634145,327218.02,-0.04091851219512195
2024-03-08,4271.886236,63.7594960597015,183583.18,-0.0548004328358209
2024-03-09,9949.501624,85.03847541880343,658178.75,0.015827042735042738
2024-03-10,2482.9272,59.117314285714286,219973.85,0.05431123809523809
2024-03-11,3588.179495,85.43284511904761,176519.44999999998,0.2017354761904762
2024-03-12,3039.166,379.89575,103040.85,0.618244125
2024-03-13,0.0,0.0,6000.799999999999,0.30003971428571424
2024-03-14,3465.865832,192.5481017777778,205933.18,0.6509328888888889
2024-03-15,6236.513651,100.58892985483871,351894.41,0.7981452096774193
2024-03-16,228.57984,28.57248,37223.66,1.316035
2024-03-17,503.293955,21.882345869565217,99506.95,1.4679708260869564
2024-03-18,1456.9577,76.68198421052631,90458.08,1.3128042105263156
2024-03-19,668.797973,27.86658220833333,219884.84,1.0828463333333334
2024-03-20,6423.134599,93.08890723188406,215705.85,0.5779541739130435
2024-03-21,2335.5080749999997,83.41100267857142,117895.57,0.5855267857142857
2024-03-24,1297.018477,68.26413036842105,92592.20999999999,0.4678335263157895
2024-03-25,1302.916428,186.13091828571427,57116.32,2.855816
2024-03-26,3215.906593,27.253445703389833,198565.19,0.238537313559322
2024-03-27,150.41114,3.9581878947368416,99864.79,0.8346829473684211
2024-03-28,227.85100799999998,17.527000615384615,35323.72,0.6968637692307692
2024-03-29,883.097404,58.873160266666666,86914.37,2.028002
2024-03-30,1100.57514,24.45722533333333,101103.92,0.22087675555555555
2024-03-31,912.786145,70.21431884615384,39912.96,1.0745786153846155
2024-04-01,2507.963406,32.57095332467532,339470.47,1.087680025974026
2024-04-02,883.760812,21.555141756097562,239664.50999999998,1.9544530243902436
2024-04-03,126.7884,31.6971,16887.57,0.41530025
2024-04-04,0.0,0.0,95987.73,1.0498651562499999
2024-04-05,10706.484306,107.06484306,503791.8,1.03430138
2024-04-06,236.33513399999998,14.770945874999999,68223.67,1.4923923125
2024-04-07,0.0,0.0,49988.14,0.7606889130434782
2024-04-08,1218.4267,40.614223333333335,211940.64,2.0596849333333336
2024-04-09,0.0,0.0,57063.840000000004,6.657447
2024-04-10,5207.443414,127.01081497560976,351735.97,3.002623463414634
2024-04-11,389.743164,24.35894775,76400.96,1.6712705625
2024-04-12,-592.6458390000001,-4.594153790697676,442088.59,0.7562858527131783
2024-04-13,6621.451755,74.3983343258427,486411.25,1.337069393258427
2024-04-14,-36104.012520000004,-337.4206777570094,659162.17,1.995115925233645
2024-04-15,3774.08872,92.05094439024391,291111.19,0.9914781463414633
2024-04-16,2467.702221,52.504302574468085,181907.17,0.3927167021276596
2024-04-17,2441.4683999999997,174.39059999999998,97562.99,0.7586402142857143
2024-04-19,1946.4454620000001,55.61272748571429,337257.92000000004,3.372578857142857
2024-04-20,0.0,0.0,60733.24,5.5131385
2024-04-22,0.0,0.0,47993.61,1.8664182222222223
2024-04-23,1119.536196,16.962669636363636,233054.9,1.0804314545454545
2024-04-24,279.185907,13.95929535,141275.24,2.4723157999999996
2024-04-25,0.0,0.0,120241.01,2.16431772972973
2024-04-26,0.0,0.0,4988.290000000001,0.581966
2024-04-27,4281.488139,158.57363477777778,154264.47,1.999724074074074
2024-04-28,0.0,0.0,43985.6,0.26543010344827583
2024-04-29,526.9338359999999,11.709640799999999,108699.01,0.8454362222222221
2024-04-30,0.0,0.0,125018.75,1.8231895833333331
2024-05-01,0.0,0.0,87025.45,2.175636285714286
2024-05-03,5306.017045,147.3893623611111,282682.64999999997,2.7475189166666665
2024-05-04,0.0,0.0,58998.75,2.2943954444444445
2024-05-05,0.916,0.15266666666666667,24068.350000000002,1.4021296666666665
2024-05-06,968.59038,107.62115333333333,206016.43,8.011749555555555
2024-05-07,883.537693,49.08542738888889,108717.58,2.1132811666666664
2024-05-08,1.56576,0.12044307692307693,65973.57,1.7751404615384616
2024-05-09,1147.595856,40.985566285714285,221966.12,2.7745761428571427
2024-05-10,2101.741695,95.53371340909092,156882.0,2.4958495454545453
2024-05-11,251.604742,27.956082444444444,63248.95,2.459680555555556
2024-05-12,0.0,0.0,55179.56,0.8396882173913044
2024-05-13,2136.853859,76.31620925,193118.9,2.4139856785714287
2024-05-14,1150.5233050000002,50.02275239130436,145853.4,2.219508043478261
2024-05-15,948.970582,26.360293944444447,234922.57,2.2839690833333335
2024-05-16,214.5898,7.94777037037037,162620.96,2.108048888888889
2024-05-18,3522.3946610000003,140.89578644000002,126303.14,1.7682436799999999
2024-05-19,0.0,0.0,29998.09,1.3124158750000001
2024-05-20,-74.818442,-7.4818442,38124.75,1.3343662
2024-05-21,7289.397571999999,58.31518057599999,1100948.59,3.0826555520000003
2024-05-22,0.0,0.0,44995.29,2.6247248333333335
2024-05-23,413.347329,1.2718379353846154,401850.6,0.34901562769230765
2024-05-24,821.949278,410.974639,50811.899999999994,8.8920825
2024-05-25,14.126038999999999,0.8828774374999999,29991.129999999997,0.6404304375000001
2024-05-26,778.6839,48.66774375,53976.67,1.1730119374999999
2024-05-27,1129.35587,4.499425776892431,151115.72,0.18259946613545816
2024-05-29,277.791953,1.6938533719512194,84268.76,0.22485731097560974
2024-05-30,20.951433,2.9930618571428576,2838.09,0.1419037142857143
2024-05-31,25.35812,1.9506246153846154,3636.14,0.09789584615384615
2024-06-01,91.510419,3.66041676,12834.62,0.17968424
2024-06-02,192.906947,2.074268247311828,29464.51,0.08379475268817205
2024-06-03,562.808208,8.040117257142859,21466.86,0.07682979999999999
2024-06-04,52.211438,0.9851214716981133,24243.41,0.1402443962264151
2024-06-05,56.055506,1.038064925925926,25350.77,0.13155666666666668
2024-06-06,274.173187,1.1716802863247862,137557.76,0.15845907692307692
2024-06-07,8902.467416,20.23288049090909,1098588.76,0.8476424181818182
2024-06-08,129.13883900000002,4.453063413793104,97351.88,1.1749357586206897
2024-06-09,0.0,0.0,22410.22,0.4421044117647059
2024-06-10,31.266804999999998,0.589939716981132,46587.93,0.27728920754716985
2024-06-11,4320.631811,35.12708789430894,373279.92,1.0563269349593496
2024-06-12,-21886.531493,-86.16744682283463,193407.96,0.2516591220472441
2024-06-13,6632.757115,83.95895082278481,132577.22,0.4227816455696202
2024-06-14,10258.592609,330.9223422258064,139868.66,1.2565830967741936
2024-06-15,3369.958346,43.20459417948718,718350.25,3.223366012820513
2024-06-16,0.0,0.0,25235.079999999998,0.8029342727272727
2024-06-17,10599.502375,278.9342730263158,368380.12,3.3929743421052634
2024-06-18,282.57636,11.3030544,263314.79,2.68641032
2024-06-19,4887.656944,80.12552367213115,417071.12,2.276258081967213
2024-06-20,57478.456026,1473.8065647692308,207990.8,0.3453602564102564
2024-06-21,773.5582039999999,9.66947755,176264.49,0.7659637375
2024-06-22,756.876565,31.536523541666668,169594.27000000002,1.6888909166666668
2024-06-23,0.0,0.0,1792.12,0.035842399999999996
2024-06-24,0.0,0.0,403002.8,3.340354870967742
2024-06-25,4869.353105,99.3745531632653,103099.08,0.7364214489795918
2024-06-26,4197.732182,58.30183586111111,365190.66000000003,1.7715874999999999
2024-06-27,0.0,0.0,130486.95,1.5185337333333335
2024-06-29,6150.326145,82.0043486,280095.11,6.137269746666667
2024-06-30,0.0,0.0,30520.69,1.2184049285714287
2024-07-01,5065.839308,79.1537391875,362670.14999999997,6.645672265625
2024-07-02,2421.253116,134.514062,33347.47,0.6365961111111111
2024-07-03,1118.387284,62.132626888888886,179600.66,3.479371222222222
2024-07-04,0.0,0.0,430568.01,4.5209858
2024-07-05,0.0,0.0,272289.89,2.97283490625
2024-07-06,108.87217799999999,4.53634075,2490.17,14.34809
2024-07-07,61.428942,6.1428942,498.75,0.004987500000000001
2024-07-08,0.0,0.0,497.64,0.0156
2024-07-09,648.984412,43.265627466666665,2736.45,0.026504533333333337
2024-07-10,11977.734907,213.88812333928573,687900.21,4.2993757142857145
2024-07-11,1876.812082,98.77958326315789,169887.02,3.1294969999999998
2024-07-12,1412.314654,74.33235021052631,89582.97,1.6502120526315789
2024-07-13,2913.617837,171.38928452941175,139189.19,2.865659411764706
2024-07-14,0.0,0.0,84001.13,4.200055571428572
2024-07-15,-1.0,-0.038461538461538464,198344.85,2.653683423076923
2024-07-16,0.0,0.0,144000.57,2.290917318181818
2024-07-17,1859.269477,5.297064037037037,626005.53,0.5886094387464388
2024-07-18,3803.884311,63.398071849999994,649704.85,3.7899444
2024-07-19,2155.891114,93.73439626086956,150269.42,2.2867081739130435
2024-07-20,2299.169566,8.643494609022557,244362.21,0.30360307518797
2024-07-21,-2960.716887,-6.608743051339286,234307.46,0.14447174107142854
2024-07-22,1517.119876,9.851427766233765,304213.8,0.6328541298701299
2024-07-23,89890.302206,242.9467627189189,358526.54,0.16011655675675676
2024-07-24,625.561479,6.9506831,69207.93,0.6118586555555555
2024-07-25,916.7382600000001,11.753054615384617,528555.31,2.8741784102564103
2024-07-26,2766.513113,18.200744164473683,548587.65,1.3589935197368421
2024-07-27,6400.623656,112.2916430877193,905199.75,5.558243754385964
2024-07-28,587.29903,36.706189375,43254.68,0.946195125
2024-07-29,330.80445399999996,8.482165487179486,327199.14,2.9364021538461538
2024-07-30,0.0,0.0,36006.47,2.1003773333333333
2024-07-31,765.690884,17.806764744186047,84506.54,0.6878434186046513
2024-08-01,167.080017,2.9312283684210527,227774.53,1.8964041403508771
2024-08-02,782.3681909999999,12.418542714285714,396320.37,2.3098486031746033
2024-08-03,464.1897,12.545667567567568,290532.86,2.936570432432432
2024-08-04,-122672.000883,-965.9212667952756,1207744.07,3.5110412204724413
2024-08-05,-13013.665169,-162.6708146125,420495.4,2.533989475
2024-08-06,267.318048,2.4982995140186914,61478.38,0.5852455981308411
2024-08-07,188.789255,5.720886515151515,2492.77,0.11370314545454546
2024-08-08,-40.712216999999995,-4.5235796666666666,16299.35,0.7386661111111111
2024-08-09,18082.071276,125.56993941666666,503204.86,1.2864887547222221
2024-08-10,0.0,0.0,11339.29,0.5691271352272728
2024-08-11,847.7766200000001,35.32402583333334,44230.21,1.7054702916666666
2024-08-12,858.6705000000001,17.88896875,54167.32,0.7514978124999999
2024-08-13,212.08102,9.220913913043479,20797.87,0.7796903043478259
2024-08-14,2168.9015130000003,86.75606052,66710.03,1.8597242399999998
2024-08-15,0.0,0.0,1522.3700000000001,1.3752175
2024-08-16,825.230544,23.578015542857145,166382.84,2.3196554857142857
2024-08-17,-288.283113,-9.609437100000001,30248.96,0.5698846333333333
2024-08-18,307.201888,20.480125866666665,62804.48,1.4654371333333336
2024-08-19,339.69958299999996,42.462447874999995,100315.03,4.38878225
2024-08-20,192.602844,16.050237,49914.8,1.4558478333333333
2024-08-21,656.200925,4.525523620689655,104990.41,0.2534247103448276
2024-08-23,1005.30527,100.53052699999999,63509.56,2.2228342
2024-08-24,0.0,0.0,34999.67,1.7499831428571428
2024-08-25,0.0,0.0,21950.28,1.5472707647058823
2024-08-26,231.236918,38.539486333333336,92611.27,5.383821999999999
2024-08-27,0.0,0.0,70250.16,1.04107104
2024-08-28,1333.359645,148.15107166666667,71160.06999999999,2.767336222222222
2024-08-29,0.0,0.0,9995.85,3.498547
2024-08-30,256.464,42.744,37233.24,2.1718626666666663
2024-08-31,10.882801,0.3200823823529412,107507.43000000001,1.1751563235294118
2024-09-01,137.433093,11.452757750000002,12359.68,0.36048841666666664
2024-09-02,0.0,0.0,30000.42,5.250074
2024-09-04,1065.785132,31.346621529411763,131480.97,1.8697125588235293
2024-09-05,0.0,0.0,0.84,0.0
2024-09-06,-1104.856765,-26.306113452380952,39047.1,0.3253922857142857
2024-09-08,0.0,0.0,0.11,0.0
2024-09-09,0.0,0.0,4014.4300000000003,17.45395
2024-09-10,-219.729659,-73.24321966666666,2547.28,2.4301333333333335
2024-09-11,0.0,0.0,0.54,0.0
2024-09-14,0.0,0.0,1014.8000000000001,2.7619390909090913
2024-09-18,-878.684794,-6.059895131034483,13633.5,0.2188478827586207
2024-09-19,0.0,0.0,1521.8700000000001,1.5056663157894736
2024-09-20,9585.03428,599.0646425,332873.38,6.8323144375
2024-09-21,36165.56933,1572.416057826087,165648.12,2.5207322173913043
2024-09-22,0.0,0.0,19999.739999999998,2.3333023333333336
2024-09-23,334.760796,167.380398,40334.29,7.058501000000001
2024-09-24,0.0,0.0,7118.63,1.2966142
2024-09-25,0.0,0.0,52754.130000000005,1.9738529999999999
2024-09-26,439.812513,54.976564125,113711.93000000001,3.9185255
2024-09-27,0.0,0.0,126097.04,0.669701982142857
2024-09-28,0.0,0.0,29199.21,0.7007800000000001
2024-09-30,2710.626288,25.571946113207545,214669.85,0.6192224150943396
2024-10-01,0.0,0.0,139954.32,12.2460025
2024-10-02,0.0,0.0,99954.34,8.746004249999999
2024-10-03,100.375782,11.152864666666666,132935.69,5.169721222222223
2024-10-04,0.0,0.0,0.34,0.0
2024-10-05,5767.161892,155.86924032432432,605605.74,5.728696513513514
2024-10-06,130.487079,5.9312308636363635,300130.56,4.774804227272727
2024-10-07,0.0,0.0,219984.65,3.6664102857142855
2024-10-08,5396.546638,149.90407327777777,434584.13,4.225117222222222
2024-10-09,396.06272,28.290194285714286,220399.93,5.509997642857143
2024-10-10,0.0,0.0,300024.33999999997,6.563031875
2024-10-11,8885.327477,341.74336450000004,488904.19,6.581392076923077
2024-10-12,541.55471,54.155471,159713.4,5.5899684999999995
2024-10-13,0.0,0.0,60002.42,2.1000841
2024-10-14,1913.61958,382.72391600000003,61916.020000000004,4.3341208
2024-10-15,1170.2260760000001,167.17515371428573,81173.36,4.058667571428571
2024-10-16,219.480876,19.95280690909091,80229.17,2.5527458181818186
2024-10-17,36.11496,4.0127733333333335,140531.75,5.465123
2024-10-18,333.219141,55.536523499999994,120331.43000000001,7.019333
2024-10-19,0.0,0.0,99996.86,8.749725250000001
2024-10-20,389.155797,4.05370621875,176447.86000000002,0.6172651979166667
2024-10-21,2464.915564,14.248066843930635,324117.99,0.6350175895953757
2024-10-22,0.0,0.0,60000.36,7.000041333333333
2024-10-23,-46.489941,-2.5827745,210006.07,4.083450611111111
2024-10-25,13235.862071,441.19540236666666,427883.18,4.794730466666667
2024-10-26,42471.99413,7078.6656883333335,88668.86,1.4187006666666668
2024-10-27,666.6623079999999,166.66557699999998,90664.41,7.933135
2024-10-28,167.28016200000002,12.867704769230771,121495.25,3.2517953846153844
2024-10-29,801.170876,15.11643162264151,613267.8099999999,4.049881396226415
2024-10-30,9.150023,0.36600091999999995,11830.85,0.14387952
2024-10-31,1214.043811,25.292579395833332,896173.36,6.514811000000001
2024-11-01,1040.475736,45.238075478260875,260981.03,3.941516304347826
2024-11-02,0.0,0.0,40000.0,6.9999985
2024-11-03,0.0,0.0,129055.66,6.734025333333334
2024-11-04,2799.410474,77.76140205555555,451811.97,4.392616111111112
2024-11-05,678.4759280000001,67.8475928,200627.23,7.021952400000001
2024-11-06,2817.83723,187.85581533333334,123906.9,2.8911606666666665
2024-11-07,4493.353136,39.764187044247784,111335.3,0.23166763168141594
2024-11-08,-64.41354100000007,-1.6516292564102582,270700.44,2.4071347948717947
2024-11-09,102.90894,1.196615581395349,193384.41,0.7695872441860464
2024-11-10,991.114334,5.728984589595376,413636.7,0.8226216531791908
2024-11-11,6749.630996,18.09552545844504,1570572.42,1.0641033512064344
2024-11-12,3494.399394,20.435084175438597,1226354.52,2.5023675614035086
2024-11-13,7846.402274,163.46671404166668,515336.37,3.7330014166666667
2024-11-14,4563.509225,41.4864475,1008361.81,3.0457163818181816
2024-11-15,4140.740438,27.790204281879195,1427858.42,3.1303859932885905
2024-11-16,2769.521909,17.640266936305732,303296.07,0.6380337770700637
2024-11-17,882.975285,4.224762129186603,1215987.57,1.297185114832536
2024-11-18,4470.815187,12.921431176300578,2084339.58,1.286428725433526
2024-11-19,2958.268991,9.699242593442623,628031.15,0.6606128950819672
2024-11-20,4210.0928969999995,7.654714358181818,1999514.1199999999,1.1710133981818183
2024-11-21,1692.430891,3.1634222261682243,598300.62,0.37126778878504674
2024-11-22,-18105.345617,-26.664721085419732,1646713.62,0.6427673917525772
2024-11-23,2901.531638,7.993200104683195,516245.68,0.4259555564738292
2024-11-24,945.550386,5.497385965116279,664952.28,1.1778088720930233
2024-11-25,5523.740734,21.66172836862745,937410.87,1.1128615725490196
2024-11-26,1094.809359,3.6251965529801327,1146902.44,1.0307896622516557
2024-11-27,-2654.495633,-12.462420812206572,1444242.53,2.0643874929577466
2024-11-28,-127075.39958499999,-382.75722766566264,1894225.15,0.9505482198795182
2024-11-29,176844.994152,449.98726247328244,794262.91,0.48969907269720103
2024-11-30,37316.69352,100.04475474530831,1732193.7,1.4808990335120644
2024-12-01,40886.364494,98.28453003365385,814711.82,0.5898647869711539
2024-12-02,18489.604313,68.48001597407408,585243.56,0.5477326429259259
2024-12-03,23576.539285,63.03887509358289,1084666.53,0.8838852719518716
2024-12-04,292891.815021,918.1561599404388,769287.65,0.5410859487460815
2024-12-05,71574.11848800001,156.96078615789474,1256750.79,0.7736090421710526
2024-12-06,-92624.643895,-229.83782604218362,3471019.22,1.7171061684119107
2024-12-07,85906.279067,282.5864442993421,451733.42,0.3567501246710526
2024-12-08,15965.933436,38.014127228571425,932939.72,0.5575687701428572
2024-12-09,6310.967676,11.708659881261596,983949.68,0.32425498410018555
2024-12-10,39325.770231,24.640206911654136,3150424.08,0.2841733617481203
2024-12-11,319051.554217,261.30348420720725,2194098.33,0.3386643980835381
2024-12-12,599151.795008,310.1199767122153,4557189.87,0.361783359994824
2024-12-13,31935.901745,27.22583268968457,2880824.64,0.3863831000511509
2024-12-14,167801.399244,135.87157833522267,2369561.78,0.1879282955708502
2024-12-15,97525.315279,57.4692488385386,2583269.81,0.13631736616381848
2024-12-16,166774.344133,158.07994704549765,2740808.97,0.38118488720379146
2024-12-17,219591.305172,113.13307839876352,5233597.63,0.38441029674394644
2024-12-18,13682.994673,9.575223703988803,3798887.07,0.48386841862141355
2024-12-19,62744.004486000005,18.79125621024259,8241709.39,0.3163321890026954
2024-12-20,254969.660039,102.47976689670418,7681274.71,0.486671344766881
2024-12-21,150022.163157,89.24578415050566,4382875.12,0.40475407324806667
2024-12-22,352197.163973,455.03509557235145,3087320.22,0.4303060006847545
2024-12-23,-29430.626577,-12.53967898466127,6771878.26,0.5116731770643375
2024-12-24,14813.780116,43.827751822485205,1767036.11,1.1443267462426037
2024-12-25,756.6570469999998,3.637774264423076,347889.35,0.3198018375961538
2024-12-26,60228.639722,86.41124780774749,2205242.65,0.7508737424390244
2024-12-27,2672.811035,10.280042442307693,347913.0,0.3405986407692308
2024-12-28,940.673623,5.842693310559007,281555.01,0.30067386726708073
2024-12-29,2884.067927,14.348596651741294,344628.54,0.35879282139303487
2024-12-30,9009.738137,29.637296503289473,1073865.73,0.9371918436842105
2024-12-31,5445.01281,17.794159509803922,877164.62,0.8709686638235294
2025-01-01,-9528.065345,-99.25068067708334,282582.1,0.3292123146875
2025-01-02,8716.519087,24.145482235457067,774674.84,0.4879215878947369
2025-01-03,6028.486793,11.867099986220472,771208.99,0.41535007246062994
2025-01-04,2553.537968,6.882851665768194,1826029.6199999999,0.6299514043126685
2025-01-05,3187.719363,13.337737920502093,451943.57,0.5830192927615063
2025-01-06,6064.185393,10.583220581151831,556526.99,0.30528985732984293
2025-01-07,16098.227531,25.271942748822607,1313178.1,0.4762738659811617
2025-01-08,130117.090554,125.23300342059672,3177275.18,0.6707535229836381
2025-01-09,46975.928902,89.99220096168582,1020733.25,0.5278041751532567
2025-01-10,-10116.875552,-12.352717401709402,6547449.68,2.55699532973138
2025-01-11,2269.080536,8.017952424028268,1658098.71,1.747872711484099
2025-01-12,5742.241803,9.538607646179402,2258459.17,1.0167487586378738
2025-01-13,9655.429352,23.66526801960784,2936648.0100000002,2.1154414823039214
2025-01-14,16069.512355,58.43459038181818,876581.97,0.8748765435636364
2025-01-15,14819.5883,55.50407602996255,1801599.8900000001,1.923629194082397
2025-01-16,20807.709328,56.08546988679245,3049692.96,2.400455978328841
2025-01-17,7006.415608,29.43872104201681,1110230.46,1.4765321381932774
2025-01-18,443.2330819999997,0.6808495883256523,2711629.88,1.2533551481720429
2025-01-19,87923.799302,56.10963580216975,9715215.3,1.3799334012188897
2025-01-20,87277.239173,66.37052408593155,8287327.01,1.6788287601977185
2025-01-21,11077.839421,20.901583813207548,1523729.82,0.7515174816981132
2025-01-22,20524.408057,24.66875968389423,1778406.43,0.5663102641346154
2025-01-23,101256.24216,83.13320374384236,3697028.66,0.8935549012151067
2025-01-24,10602.779738,12.131326931350113,1611433.45,0.3874640744851259
2025-01-25,-10348.016255999999,-20.450625011857706,1239377.7,0.6303038775889328
2025-01-26,40823.466668,90.51766445232816,1201173.66,0.8475790559423504
2025-01-27,41331.765392,53.469295461837,1508028.31,0.5255616654980595
2025-01-28,17979.613973,36.103642516064255,579412.17,0.2504222582931727
2025-01-29,23421.01147,25.737375241758244,1897513.41,0.6731001594395605
2025-01-30,23097.471385,21.64711470009372,3014397.17,0.8197292556044986
2025-01-31,35868.296773,35.303441705708664,2783411.48,0.6603720979429134
2025-02-01,32300.205017,50.946695610410096,1363746.44,0.45027978216088327
2025-02-02,162854.759623,123.46835452843062,5661092.29,0.897742296595906
2025-02-03,348871.326269,146.58459086932774,22592901.37,1.2569603462436976
2025-02-04,416876.88812,165.9541752070064,15678409.27,1.5341475174920383
2025-02-05,56706.235562,43.721075992289904,8743231.51,1.029876342845027
2025-02-06,33803.799733,19.84955944392249,2818508.87,0.41640068033470345
2025-02-07,22450.002091,14.730972500656167,3460263.54,0.4843105238451444
2025-02-08,586.703253,1.0203534834782608,839734.97,0.1912631064
2025-02-09,150551.829492,197.05736844502616,2920919.7,0.5593741164397905
2025-02-10,63908.49465,71.88807047244094,3624958.44,0.5527135456692913
2025-02-11,-6093.784817,-7.186067001179245,2797544.17,0.5618279809551887
2025-02-12,19848.635032,19.251828353055284,4143974.54,1.0661057528031037
2025-02-13,27829.534238,20.313528640875912,3199852.21,0.6010857547591241
2025-02-14,213860.675308,129.22095184773414,4007103.42,0.5810137255287009
2025-02-15,45042.92701,48.32932082618026,1712852.95,0.4013812425107296
2025-02-16,2369.478425,3.4794103157121876,806177.64,0.25194127060205584
2025-02-17,1818.573295,1.9325964877789585,2031044.64,0.26938018665249736
2025-02-18,91204.672403,54.418062292959426,3371128.68,0.3636869945763723
